brand_name,brand_website,category,example_product_or_service,evidence_type,school_or_market,year,source_url,source_description,frequency_signal,public_or_private,ticker_if_known,confidence
Brooks,https://www.brooksrunning.com,shoes,running shoes,named_in_ootd,multiple schools,2026,https://snobette.substack.com/p/bama-rush-as-a-sneaker-focus-group,Brooks running shoes spotted at Bama Rush,2,public,BRC,medium
Asics,https://www.asics.com,shoes,sneakers,named_in_ootd,multiple schools,2026,https://snobette.substack.com/p/bama-rush-as-a-sneaker-focus-group,Asics sneakers spotted at Bama Rush,2,public,,medium
Pottery Barn Teen,https://www.pbteen.com,dorm-decor,sorority shop personalized dorm decor,rush_collection,multiple schools,2026,https://www.pbteen.com/shop/dorm/sorority-shop/,Has dedicated sorority shop section for dorm personalization,4,public,WSM,high
Greek Gear,https://greekgear.com,bid-day-supplies,sorority flags banners and bid day gear,rush_collection,multiple schools,2026,https://greekgear.com/sorority/recruitment-bid-day,Dedicated sorority recruitment and bid day collection,4,private,,high
GreekU,https://www.greeku.com,dorm-decor,sorority home decor and bid day,rush_collection,multiple schools,2026,https://www.greeku.com/collections/homedecor,Greek life home decor collection,3,private,,high
Fresh Prints,https://www.freshprints.com,bid-day-supplies,custom recruitment theme shirts and merch,rush_collection,multiple schools,2026,https://www.freshprints.com/blogs/20-sorority-rush-themes-that-will-help-you-stand-out-in-2025,Creates rush themes and custom merch for sorority recruitment,4,private,,high
Campus Greek Fit,https://campusgreekfit.com,bid-day-supplies,custom Greek life gifts and decor,rush_collection,multiple schools,2026,https://campusgreekfit.com/blogs/blog,Specializes in custom college and Greek sorority gifts,3,private,,high
instaballoons,https://www.instaballoons.com,bid-day-supplies,bid day letter balloon banner sets,rush_collection,multiple schools,2026,https://www.instaballoons.com/products/bid-day-greek-sorority-fraternity-balloon-banner-set,Dedicated bid day sorority balloon sets,3,private,,high
Hiking in Heels,https://getintoasorority.com,rush-services,sorority rush coaching and consulting,rush_collection,multiple schools,2026,https://getintoasorority.com/,National rush consulting service featured in WSJ and CNBC,5,private,,high
Sorority Prep,https://www.sororityprep.com,rush-services,personalized rush coaching,rush_collection,multiple schools,2026,https://www.sororityprep.com/,Featured on GMA and Hulu's Secrets of Sorority Rush,4,private,,high
It's All Greek to Me,https://itsallgreektome.org,rush-services,unlimited sorority rush mentorship,rush_collection,multiple schools,2026,https://itsallgreektome.org/,Offers comprehensive rush consulting with unlimited mentorship,4,private,,high
Rush Crush Consulting,https://www.rushcrushconsulting.com,rush-services,sorority recruitment coaching packages,rush_collection,multiple schools,2026,https://www.rushcrushconsulting.com/sorority-recruitment,Offers rush consulting packages including photography advice,3,private,,high
Recruitment-Ready,https://www.recruitment-ready.com,rush-services,sorority recruitment coaching and partner network,rush_collection,multiple schools,2026,https://www.recruitment-ready.com/recruitment-readypartnersacrossthesouth,Partners across the South for rush coaching,3,private,,high
Function of Beauty,https://www.functionofbeauty.com,beauty,personalized haircare,gifted_content,multiple schools,2026,https://www.hercampus.com/culture/brands-crushed-fall-rush-2025-pr-gifts-tiktoks/,"Named in ""brands that crushed fall rush 2025"" article",3,private,,high
Hero Cosmetics,https://www.herocosmetics.us,skincare,acne patches,gifted_content,multiple schools,2026,https://www.hercampus.com/culture/brands-crushed-fall-rush-2025-pr-gifts-tiktoks/,"Named in ""brands that crushed fall rush 2025"" article",3,private,,high
Mario Badescu,https://www.mariobadescu.com,skincare,facial spray,gifted_content,multiple schools,2026,https://www.hercampus.com/culture/brands-crushed-fall-rush-2025-pr-gifts-tiktoks/,"Named in ""brands that crushed fall rush 2025"" article",3,private,,high
Alani Nu,https://www.alaninu.com,food-beverage,energy drinks,gifted_content,multiple schools,2026,https://www.hercampus.com/culture/brands-crushed-fall-rush-2025-pr-gifts-tiktoks/,"Named in ""brands that crushed fall rush 2025"" article",3,private,,high
FabFitFun,https://fabfitfun.com,beauty,subscription beauty and lifestyle boxes,gifted_content,multiple schools,2026,https://www.marketinggirly.com/blog/Why-Brands-Embrace-Sorority-PR,Named in sorority PR/gifting brand roundup,3,private,,high
Liquid I.V.,https://www.liquidiv.com,food-beverage,hydration powder packets,named_in_ootd,multiple schools,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Named in Bama Rush bag essentials packing list,3,private,,high
Owala,https://owalalife.com,accessories,water bottles,named_in_ootd,Alabama,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Specifically mentioned as Bama Rush carry essential,3,private,,high
Stanley,https://www.stanley1913.com,accessories,tumblers and water bottles,named_in_ootd,multiple schools,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Named in rush bag essentials content,4,public,STLY,high
YETI,https://www.yeti.com,accessories,tumblers and coolers,named_in_ootd,multiple schools,2026,https://www.elitedaily.com/lifestyle/2025-bama-rushtok-bags-makeup-tech,Named in rush drinkware content,3,public,YETI,high
Simple Modern,https://www.simplemodern.com,accessories,water bottles and drinkware,named_in_ootd,Alabama,2026,https://www.hercampus.com/style/how-much-bama-rush-ootds-cost-outfits-tiktok/,Named in Bama Rush OOTD lists,2,private,,high
Longchamp,https://www.longchamp.com,handbags,Le Pliage tote,named_in_ootd,multiple schools,2026,https://luggagegood.com/bag/best-sorority-rush-bag/,Named as most popular rush tote bag,4,public,,high
BÉIS,https://www.beistravel.com,handbags,belt bags and travel bags,named_in_ootd,multiple schools,2026,https://www.sparklesandshoes.com/2025/08/best-sorority-rush-bags/,Named in sorority rush bag guide,3,private,,high
L.L.Bean,https://www.llbean.com,handbags,Boat and Tote monogram bag,named_in_ootd,multiple schools,2026,https://luggagegood.com/bag/best-sorority-rush-bag/,Named as popular preppy rush tote,3,public,,high
CALPAK,https://www.calpaktravel.com,handbags,Luka Belt Bag,named_in_ootd,multiple schools,2026,https://luggagegood.com/bag/best-sorority-rush-bag/,Named in sorority rush bag guide,3,private,,high
Oliver Thomas,https://theoliverthomas.com,handbags,sorority rush bags and totes,rush_collection,multiple schools,2026,https://theoliverthomas.com/blogs/unleashed/2025-sorority-sister-gift-guide,Has dedicated 2025 sorority sister gift guide,4,private,,high
J. Crew,https://www.jcrew.com,clothing,preppy dresses and tops,named_in_ootd,multiple schools,2026,https://www.sparklesandshoes.com/2025/08/best-sorority-rush-bags/,Named in sorority rush content,2,public,JCRW,medium
Vineyard Vines,https://www.vineyardvines.com,clothing,preppy apparel and accessories,named_in_ootd,multiple schools,2026,https://www.sheknows.com/parenting/articles/1234918067/moms-sorority-rush-gifts/,Named as popular sorority brand especially at Tennessee,3,private,,high
Emerson Coast,https://www.emersoncoast.com,bid-day-supplies,custom sorority recruitment t-shirt designs,rush_collection,multiple schools,2026,https://www.emersoncoast.com/collections/sorority-recruitment-tshirt-designs,Has dedicated sorority recruitment apparel collection,4,private,,high
Something Greek,https://www.somethinggreek.com,bid-day-supplies,custom sorority rush and bid day apparel,rush_collection,multiple schools,2026,https://www.somethinggreek.com/collections/sorority-recruitment,Has dedicated sorority recruitment custom apparel collection,4,private,,high
CreateMyTee,https://www.createmytee.com,bid-day-supplies,custom sorority bid day t-shirts,rush_collection,multiple schools,2026,https://www.createmytee.com/Designs/Greek-Life/Sorority/Bid-Day/,Has dedicated sorority bid day custom apparel section,3,private,,high
TJ Maxx,https://www.tjmaxx.tjx.com,clothing,jewelry and apparel,named_in_ootd,multiple schools,2026,https://www.swatchbyamda.com/blog/an-outfit-guide-to-2025-sorority-recruitment,Named as source for rush jewelry in outfit guide,2,public,TJX,high
Crumbl Cookies,https://crumbl.com,food-beverage,cookies,named_in_ootd,multiple schools,2026,https://www.sheknows.com/parenting/articles/1234918067/moms-sorority-rush-gifts/,Named as rush gift delivered to sorority houses,3,private,,high
Red Dress Boutique,https://www.reddress.com,clothing,dresses and boutique apparel,rush_collection;local-boutique,Athens GA,2026,https://www.reddress.com/collections/rush-dresses,Has dedicated rush dress collection; founded in Athens GA,4,private,,high
Magnolia Boutique,https://magnoliaboutique.com,clothing,sorority rush outfits collection,rush_collection,multiple schools,2026,https://magnoliaboutique.com/collections/sorority-rush-outfits,Has dedicated sorority rush outfits collection,4,private,,high
South Boutique,https://southboutiquetuscaloosa.com,clothing,dresses and sorority items,local-boutique,Alabama (Tuscaloosa),2026,https://www.cbs42.com/news/bama-rush-brings-booming-business-to-tuscaloosa-boutiques/,Tuscaloosa boutique seeing 400% sales increase during rush,5,private,,high
Tanning Oasis,https://tanningoasisdowntown.com,tanning,spray tanning services,rush-services,Alabama (Tuscaloosa),2026,https://www.yelp.com/biz/tanning-oasis-tuscaloosa,Tuscaloosa spray tan salon using Norvell; serves rush participants,4,private,,high
Bare & Sol,https://bareandsol.skin,tanning,body sugaring and spray tanning,rush-services,Alabama (Tuscaloosa),2026,https://bareandsol.skin/pages/locations/tuscaloosa,Tuscaloosa tanning service serving sorority events and rush,5,private,,high
Glow on the Go,https://www.glowonthegotuscaloosa.com,tanning,mobile spray tanning,rush-services,Alabama (Tuscaloosa),2026,https://www.glowonthegotuscaloosa.com/,Mobile spray tan service specifically serving Tuscaloosa for rush,4,private,,high
Norvell,https://www.norvellsunless.com,tanning,professional spray tan solution,named_in_ootd,multiple schools,2026,https://www.yelp.com/biz/tanning-oasis-tuscaloosa,Named as the #1 rated professional tanning solution used at rush-adjacent salons,3,public,,high
Downtown and Mane,https://downtownandmane.com,tanning,spray tans and hair salon,rush-services,Alabama (Tuscaloosa),2026,https://downtownandmane.com/spray-tans,Tuscaloosa salon offering rush-adjacent spray tans,3,private,,high
Lush MedSpa Tuscaloosa,https://lushmedspatuscaloosa.com,tanning,spray tanning in Tuscaloosa,rush-services,Alabama (Tuscaloosa),2026,https://lushmedspatuscaloosa.com/services/spray-tanning-in-tuscaloosa-al/,Rush-adjacent medspa spray tanning service,3,private,,high
Glam Salon & Blow Dry Bar,https://www.glamsalonandblowdrybar.com,beauty,hair and spray tan services,rush-services,Alabama (Tuscaloosa),2026,https://www.glamsalonandblowdrybar.com/services/other-services/spray-tan,Tuscaloosa salon with spray tan services for rush,3,private,,high
Oxford Town Concierge,https://www.oxfordtownconcierge.com,rush-services,custom Ole Miss rush packages,rush_collection,Mississippi (Oxford),2026,https://www.oxfordtownconcierge.com/rush-packages.html,Run by Ole Miss alumni; offers custom rush week packages,5,private,,high
B-Unlimited,https://www.b-unlimited.com,bid-day-supplies,custom Greek life bid day boxes and apparel,rush_collection,Mississippi (Oxford),2026,https://www.b-unlimited.com/pages/oxford,Oxford MS location offers Bid Day Boxes for Greek life,4,private,,high
Katherine Beck,https://www.katherinebeckgifts.com,accessories,gifts and Ole Miss-themed items,local-boutique,Mississippi (Oxford),2026,https://www.katherinebeckgifts.com/,Closes for rush season suggesting high demand from rush participants,3,private,,high
Cicada Boutique,,clothing,designer and boutique apparel,local-boutique,Mississippi (Oxford),2026,https://www.yelp.com/search?cflt=womenscloth&find_loc=Sorority+Row,Oxford MS boutique near sorority row,3,private,,high
Hemline,https://hemlineexchange.com,clothing,boutique dresses and apparel,local-boutique,Mississippi (Oxford),2026,https://www.yelp.com/search?cflt=womenscloth&find_loc=Sorority+Row,Oxford MS boutique near sorority row,3,private,,high
Rush Greek Gifts,https://rushgreekgifts.com,bid-day-supplies,Greek life gifts and bid day supplies,rush_collection,multiple schools,2026,https://rushgreekgifts.com/,Dedicated Greek life gifts retailer,3,private,,high
University Spirit,https://universityspirit.com,clothing,UGA and sorority apparel,local-boutique,Georgia (Athens),2026,https://www.redandblack.com/guides/tailgate/where-to-buy-uga-merch-and-gameday-outfits-in-athens/,Athens GA family-owned sorority and UGA apparel shop,3,private,,high
Cheeky Peach,https://cheekypeachathens.com,clothing,sorority rush styling and dresses,local-boutique,Georgia (Athens),2026,https://www.redandblack.com/guides/tailgate/where-to-buy-uga-merch-and-gameday-outfits-in-athens/,Athens GA boutique with free stylist session for rush,4,private,,high
Ireish Print,https://ireishprint.com,bid-day-supplies,custom Greek life sorority shirt printing,rush_collection,multiple schools,2026,https://ireishprint.com/blog/sorority-shirts/,Custom Greek life printing for sorority recruitment,2,private,,medium
Lucy Rose,,clothing,skirts and shorts,local-boutique,Louisiana (Baton Rouge),2026,https://lsureveille.com/284619/entertainment/local-boutiques-lsu-sorority-rush-recruitment-outfit/,Baton Rouge boutique named in LSU sorority rush guide,4,private,,high
Willow Tree,,clothing,boutique apparel,named_in_ootd,Alabama,2026,https://www.glossy.co/fashion/fashion-and-beauty-brands-get-in-on-viral-bamarush-tiktok-trend/,Named in Bama Rush brand roundup,2,private,,medium
Lou & Company,https://shoplouandco.com,clothing,Alabama boutique apparel,sponsored_activation;named_in_ootd,Alabama,2026,https://www.glossy.co/fashion/fashion-and-beauty-brands-get-in-on-viral-bamarush-tiktok-trend,Named as small local brand working directly with RushTok influencers,4,private,,high
Purpose Jewelry,https://www.purposejewelry.org,jewelry,sorority-inspired jewelry,rush_collection,multiple schools,2026,https://www.purposejewelry.org/blogs/purpose/rush-week-has-taken-over-social-media,Rush week social media targeted jewelry brand with blog post,3,private,,high
Sky Society,,beauty,beauty newsletter and brand,named_in_ootd,multiple schools,2026,https://www.marketinggirly.com/blog/Why-Brands-Embrace-Sorority-PR,Named in sorority PR marketing analysis,2,private,,low
Expeditions,https://shopexpeditions.com,clothing,men's women's and collegiate wear,local-boutique,Alabama (Tuscaloosa),2026,https://shopexpeditions.com/collections/sorority-rush,Tuscaloosa boutique with sorority rush collection,4,private,,high
Pants Store,https://pantsstore.com,clothing,sorority rush dresses boutique,rush_collection,multiple schools,2026,https://pantsstore.com/collections/rush-collection,Has dedicated sorority rush collection; worked with Bama Rush influencers,5,private,,high
Gymshark,https://www.gymshark.com,clothing,activewear and sorority chapter sponsorship,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Gymshark sponsored sorority chapter at University of Florida RushTok,4,public,,high
Prime,https://drinkprime.com,food-beverage,Prime energy and hydration drinks,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Prime (Logan Paul) sponsored sorority chapter at University of Tennessee,3,private,,high
European Wax Center,https://www.waxcenter.com,rush-services,waxing salon services pre-rush,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Sponsored sorority chapter as part of RushTok brand attention,4,public,EWCZ,high
Famous Footwear,https://www.famousfootwear.com,shoes,shoes and footwear,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Participated in sorority chapter RushTok brand activations,3,public,,high
Claire's,https://www.claires.com,accessories,jewelry and accessories,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Participated in sorority chapter RushTok brand activations,3,private,,high
Edible Arrangements,https://www.ediblearrangements.com,food-beverage,fruit and chocolate gift arrangements,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Participated in sorority chapter RushTok brand activations,2,private,,medium
Squishmallows,https://www.squishmallow.com,accessories,plush toys and gifts,named_in_ootd,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Named in RushTok brand activation roundup,2,private,,medium
OxiClean,https://www.oxiclean.com,beauty,laundry cleaning products,named_in_ootd,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Named in RushTok brand activation roundup,2,public,,low
Microsoft Surface,https://www.microsoft.com/en-us/surface,accessories,laptops and tablets,named_in_ootd,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Named in RushTok brand activation roundup,2,public,MSFT,low
Apple,https://www.apple.com,accessories,AirPods and iPhone,named_in_ootd,Alabama,2026,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Named in RushTok brand activation roundup,3,public,AAPL,medium
Crush,https://www.drinkcrush.com,food-beverage,soda beverages,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Crush soda appeared in sorority chapter RushTok activations,2,public,,medium
Coconut Cult,https://thecoconutcult.com,food-beverage,probiotic yogurt,named_in_ootd,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026""",3,private,,high
Sunsoak,https://sunsoakstudio.com,tanning,sunless self-tanning products,named_in_ootd,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026""",3,private,,high
Dunkin',https://www.dunkindonuts.com,food-beverage,coffee and beverages,named_in_ootd,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026"" and beauty roundups",3,public,DNKN,high
Intuit TurboTax,https://turbotax.intuit.com,rush-services,financial software,sponsored_activation,multiple schools,2024-2025,https://www.morningbrew.com/stories/2024/09/15/sorority-rushtok-brand-attention,Named in Morning Brew sorority chapter brand activation roundup,2,public,INTU,low
St. Tropez,https://www.sttropeztan.com,tanning,self-tanning mousse and products,named_in_ootd,multiple schools,2026,https://www.ulta.com/discover/skin/summer-skin-prep-routines,Named as rush beauty prep self-tan brand,3,private,,high
Coco & Eve,https://cocoandeve.com,tanning,Bali Bronzing self-tan foam,named_in_ootd,multiple schools,2026,https://www.ulta.com/discover/skin/summer-skin-prep-routines,Named as rush beauty prep self-tan brand,2,private,,high
SET,https://setactive.co,clothing,sorority chapter activewear,sponsored_activation,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026""",2,private,,medium
FLRT,https://www.drinkflrt.com,clothing,clothing brand,named_in_ootd,multiple schools,2026,https://www.hercampus.com/culture/8-brands-dominating-sorority-rush-2026/,"Named in ""8 brands dominating sorority rush 2026""",2,private,,medium
Victoria's Secret PINK,https://www.victoriassecret.com/us/pink,clothing,sorority rush outfits collection,rush_collection,multiple schools,2026,https://www.victoriassecret.com/us/pink/new-arrivals/sorority-rush-outfits,Has dedicated sorority rush outfits page,4,public,VSCO,high
Girlhero,https://girlheroshop.com,clothing,sorority rush clothing and accessories,rush_collection,multiple schools,2026,https://girlheroshop.com/collections/rush,Has dedicated sorority rush collection,3,private,,high
Selfie Leslie,https://www.selfieleslie.com,clothing,sorority rush dresses and rompers,rush_collection,multiple schools,2026,https://www.selfieleslie.com/collections/sorority-rush-clothing,Has dedicated sorority rush clothing collection,3,private,,high
Outcast Clothing,https://outcast-clothing.us,clothing,sorority rush dresses,rush_collection,multiple schools,2026,https://outcast-clothing.us/collections/rush-dresses,Has dedicated sorority rush dresses collection,3,private,,medium
Adeline Stores,https://www.adelinestores.com,clothing,rush collection dresses,rush_collection,multiple schools,2026,https://www.adelinestores.com/collections/rush,Has dedicated rush collection page,3,private,,high
Moodz & Vibez,https://www.moodzandvibez.com,clothing,sorority and college boutique,local-boutique,Texas (Austin),2026,https://www.moodzandvibez.com/,Austin boutique with official sorority merchandise and rush clothing,4,private,,high
Cotton Island,https://cottonisland.com,clothing,sorority shop and apparel,local-boutique,Texas (Dallas),2026,https://cottonisland.com/collections/sorority-shop,Dallas boutique with dedicated sorority shop collection,4,private,,high
Greek & Unique,https://www.greekandunique.net,clothing,Greek life sorority apparel,rush_collection,multiple schools,2026,https://www.greekandunique.net/,Greek life specific apparel and rush merchandise,3,private,,medium
Jamison Pointe,https://www.jamisonpointe.com,bid-day-supplies,custom fraternity and sorority rush t-shirts,rush_collection,multiple schools,2026,https://www.jamisonpointe.com/collections/rush-tshirt-designs,Custom rush and bid day t-shirt designs for Greek life,3,private,,medium
